timestamp,price,market_cap,total_volume
2022-10-24 03:00:00,19574.8242318408,375197423662.3941,19928822961.41621
2022-10-25 03:00:00,19316.94062294213,370622833880.7626,28657172008.9177
2022-10-26 03:00:00,20095.152230674925,385476931983.846,39846253138.59686
2022-10-27 03:00:00,20774.247496426036,398674628646.93066,50667020407.51415
2022-10-28 03:00:00,20278.36623205219,389238872375.6226,41829789298.17936
2022-10-29 03:00:00,20591.24120809861,395201306734.5831,36165609164.5681
2022-10-30 03:00:00,20800.70708772471,399135164712.3964,32806216910.570454
2022-10-31 03:00:00,20623.871497040946,395548335410.141,24707906148.749344
2022-11-01 03:00:00,20494.60120983709,393311097043.5727,37290619694.72375
2022-11-02 03:00:00,20489.646203160763,393218202887.5868,32262771910.727062
2022-11-03 03:00:00,20162.980904822525,387015867490.0914,44539856162.44828
2022-11-04 03:00:00,20210.91241711132,387756249891.6283,36562782563.97917
2022-11-05 03:00:00,21150.3155839124,405987599945.2726,33773463079.332672
2022-11-06 03:00:00,21282.98510942269,408892506459.0742,31061573100.60496
2022-11-07 03:00:00,20906.99792695512,401869336200.07385,50602704770.81252
2022-11-08 03:00:00,20597.755017060837,395168506455.3059,91750982446.38734
2022-11-09 03:00:00,18562.353215089643,356871594631.61395,92144963385.0274
2022-11-10 03:00:00,15742.444335961438,301963847693.5264,74978675390.59279
2022-11-11 03:00:00,17594.923500278233,336597208099.6668,65200666543.364624
2022-11-12 03:00:00,17080.215260565037,325921112619.09045,45030331310.74984
2022-11-13 03:00:00,16797.98748257006,322330608513.1628,21893997140.86048
2022-11-14 03:00:00,16344.342316001042,313605586517.2854,20411619109.007805
2022-11-15 03:00:00,16645.828500283515,320598982524.9025,37539226046.106285
2022-11-16 03:00:00,16890.52938386464,324608360619.00433,28676275678.9418
2022-11-17 03:00:00,16689.39673273771,320099234744.2721,26922027947.408916
2022-11-18 03:00:00,16718.361228055077,321287480849.7667,22011291267.356167
2022-11-19 03:00:00,16707.022778986535,320876918352.4405,20942172141.414623
2022-11-20 03:00:00,16712.729525794817,321151208473.7581,10844466289.901129
2022-11-21 03:00:00,16304.07685562355,313370674122.3842,15680401749.95844
2022-11-22 03:00:00,15814.335280855255,303834128504.1595,31057277097.34788
2022-11-23 03:00:00,16171.628978315088,311463297390.4882,25091849198.571053
2022-11-24 03:00:00,16608.00998544357,319494112507.07404,26858079944.170044
2022-11-25 03:00:00,16596.03575847268,318949911014.53784,20949512927.386944
2022-11-26 03:00:00,16524.449007720887,317919884011.3825,18933018587.76629
2022-11-27 03:00:00,16456.156062496684,316206865319.883,18243019109.753235
2022-11-28 03:00:00,16459.149543755877,316487666895.4407,16551822516.185429
2022-11-29 03:00:00,16222.210728731225,311810991501.448,24566056814.212288
2022-11-30 03:00:00,16441.979978419113,316170903326.0224,24663035431.352062
2022-12-01 03:00:00,17186.502572066118,330763402606.7043,30676053555.32337
2022-12-02 03:00:00,16972.73406077455,326141917292.63745,23319572025.36399
2022-12-03 03:00:00,17084.87334047068,328178365692.1309,20945433171.615204
2022-12-04 03:00:00,16923.38287008033,326498242602.6305,16931408153.950111
2022-12-05 03:00:00,17149.93175096291,329544949093.6664,18214353301.13762
2022-12-06 03:00:00,16973.372577553495,326635737516.3175,23204017213.929634
2022-12-07 03:00:00,17085.64314125141,328108161816.87274,21026126511.19885
2022-12-08 03:00:00,16851.30346863184,324178677956.7833,21192130005.603653
2022-12-09 03:00:00,17235.014157992136,331389860355.59094,22674029585.253864
2022-12-10 03:00:00,17149.824203925327,329756788298.6587,23179829829.17013
2022-12-11 03:00:00,17125.364927688952,329283186564.5152,14234368489.84426
2022-12-12 03:00:00,17101.038019732932,328868814164.99066,15681124918.738192
2022-12-13 03:00:00,17179.596038203494,330715694645.24335,21633829199.489117
2022-12-14 03:00:00,17784.162894053265,342102502914.68976,28941242217.591747
2022-12-15 03:00:00,17808.71617265881,342692750075.4062,27267536668.811485
2022-12-16 03:00:00,17338.358126632633,333854506370.7365,22754686787.817104
2022-12-17 03:00:00,16623.75782614431,318992400741.96515,22250411214.773224
2022-12-18 03:00:00,16806.48559206152,323096167353.6004,15086383815.776106
2022-12-19 03:00:00,16742.816663834055,322740705484.67255,11134054723.147482
2022-12-20 03:00:00,16422.562273279298,316270478163.65466,17719672544.8918
2022-12-21 03:00:00,16899.331969046758,325120443529.51874,24938219697.886032
2022-12-22 03:00:00,16816.85370118997,323127932459.19025,16062767787.358068
2022-12-23 03:00:00,16824.790162441503,323519254392.6745,17847826941.681046
2022-12-24 03:00:00,16791.45543916491,323013370317.2425,16765392449.950891
2022-12-25 03:00:00,16848.568708323422,324072643385.91296,10169853734.117493
2022-12-26 03:00:00,16842.177039905502,323868581953.1157,12574453968.75801
2022-12-27 03:00:00,16900.081871938084,325036912914.6697,12574997282.039291
2022-12-28 03:00:00,16701.840210667935,321351469136.8621,17436062121.5136
2022-12-29 03:00:00,16538.906094001977,318288869204.81464,19113614755.87469
2022-12-30 03:00:00,16644.379087037905,320297298175.8769,15683731676.998154
2022-12-31 03:00:00,16604.020520373393,319722045805.09534,17497327983.349342
2023-01-01 03:00:00,16540.693624776803,318278329991.7019,12013247678.029589
